Bokföringsdatum;Valutadatum;Verifikationsnummer;Text;Belopp;Saldo
2023-11-14;2023-11-14;5484751371;PUB ANCHOR  /23-11-12;-1073.600;2965.210
2023-11-14;2023-11-14;5484616838;SCM SE 50   /23-11-12;-450.000;4038.810
2023-11-14;2023-11-14;5484581957;FRYSHUSET EV/23-11-12;-40.000;4488.810
2023-11-14;2023-11-14;5484308661;SL          /23-11-12;-117.000;4528.810
2023-11-14;2023-11-14;5484459115;EAT BY SODEX/23-11-13;-99.000;4645.810
2023-11-14;2023-11-14;5484830742;SL          /23-11-10;-78.000;4744.810
2023-11-13;2023-11-13;5490990789;SVEA BANK AB;-1103.000;4822.810
2023-11-13;2023-11-13;5490990004;PETER HENELL;3000.000;5925.810
2023-11-13;2023-11-12;5490990789;46707591203;300.000;2925.810
2023-11-13;2023-11-12;5490990789;1235880695;-120.000;2625.810
2023-11-13;2023-11-12;5490990789;46729025611;100.000;2745.810
2023-11-13;2023-11-11;5484760378;RESTAURANG S/23-11-10;-125.000;2645.810
2023-11-13;2023-11-11;5484730968;URBAN DELI S/23-11-10;-246.000;2770.810
2023-11-13;2023-11-11;5484730960;URBAN DELI S/23-11-10;-82.000;3016.810
2023-11-13;2023-11-11;5484718394;MAN IN THE M/23-11-10;-330.000;3098.810
2023-11-13;2023-11-11;5484361257;COOP KONSUM /23-11-10;-68.500;3428.810
2023-11-10;2023-11-10;5484484872;SL          /23-11-08;-78.000;3497.310
2023-11-10;2023-11-10;5484064157;PIZZERIA RUN/23-11-09;-110.000;3575.310
2023-11-10;2023-11-10;5484595254;COOP KONSUM /23-11-09;-28.950;3685.310
2023-11-10;2023-11-10;5490990004;PETER HENELL;3000.000;3714.260
2023-11-09;2023-11-09;5484315350;SL          /23-11-07;-78.000;714.260
2023-11-09;2023-11-09;5484190556;DOWNTOWN CAM/23-11-08;-152.000;792.260
2023-11-08;2023-11-08;5490990789;46705651833;-240.000;944.260
2023-11-08;2023-11-08;5490990789;46705979742;-600.000;1184.260
2023-11-08;2023-11-08;5484396048;SL          /23-11-06;-78.000;1784.260
2023-11-08;2023-11-08;5484369293;EAT BY SODEX/23-11-07;-99.000;1862.260
2023-11-07;2023-11-07;5484216848;OLD BEEFEATE/23-11-06;-176.000;1961.260
2023-11-07;2023-11-07;5484216847;OLD BEEFEATE/23-11-06;-136.000;2137.260
2023-11-06;2023-11-06;5484054427;BERGSHAMRA P/23-11-04;-149.000;2273.260
2023-11-06;2023-11-06;5484676359;STIGBERGETS /23-11-03;-800.000;2422.260
2023-11-06;2023-11-06;5484425363;SL          /23-11-04;-39.000;3222.260
2023-11-06;2023-11-05;5484630502;SL          /23-11-03;-78.000;3261.260
2023-11-06;2023-11-05;5484167382;MORFAR GINKO/23-11-03;-99.000;3339.260
2023-11-06;2023-11-05;5484167377;MORFAR GINKO/23-11-03;-197.000;3438.260
2023-11-06;2023-11-04;5484785353;RESTAURANG S/23-11-03;-125.000;3635.260
2023-11-06;2023-11-04;5484750728;OLD BEEFEATE/23-11-03;-208.000;3760.260
2023-11-06;2023-11-04;5484750727;OLD BEEFEATE/23-11-03;-90.000;3968.260
2023-11-06;2023-11-04;5484750720;OLD BEEFEATE/23-11-03;-164.000;4058.260
2023-11-06;2023-11-04;5484750692;OLD BEEFEATE/23-11-03;-96.000;4222.260
2023-11-06;2023-11-04;5484402421;COOP KONSUM /23-11-03;-49.950;4318.260
2023-11-03;2023-11-03;5484700436;RESTAURANG S/23-11-02;-125.000;4368.210
2023-11-03;2023-11-03;5484346560;COOP KONSUM /23-11-02;-54.900;4493.210
2023-11-03;2023-11-03;5490990789;46736227759;400.000;4548.110
2023-11-02;2023-11-02;5484185324;COOP KONSUM /23-11-01;-91.900;4148.110
2023-11-01;2023-11-01;5484012485;SL          /23-10-30;-39.000;4240.010
2023-11-01;2023-11-01;5484278242;RESTAURANG S/23-10-31;-125.000;4279.010
2023-11-01;2023-11-01;5484802188;COOP KONSUM /23-10-31;-209.260;4404.010
2023-10-31;2023-10-31;5484626397;EAT BY SODEX/23-10-30;-99.000;4613.270
2023-10-30;2023-10-30;5484263677;COOP KONSUM /23-10-29;-143.500;4712.270
2023-10-30;2023-10-29;5484428533;SL          /23-10-27;-78.000;4855.770
2023-10-30;2023-10-29;5484403501;COOP KONSUM /23-10-28;-64.950;4933.770
2023-10-30;2023-10-28;5484545789;SL          /23-10-26;-39.000;4998.720
2023-10-30;2023-10-28;5484059536;EAT BY SODEX/23-10-26;-99.000;5037.720
2023-10-30;2023-10-28;5484625534;RESTAURANG S/23-10-27;-324.000;5136.720
2023-10-26;2023-10-26;5490990004;PETER HENELL;5000.000;5460.720
2023-10-25;2023-10-25;5484195340;SL          /23-10-23;-39.000;460.720
2023-10-25;2023-10-25;5484273369;EAT BY SODEX/23-10-23;-99.000;499.720
2023-10-24;2023-10-24;5484268520;ICA NARA BER/23-10-23;-17.900;598.720
2023-10-23;2023-10-22;5484302593;LILLA ROSA P/23-10-21;-175.000;616.620
2023-10-23;2023-10-22;5490990789;46708338938;-500.000;791.620
2023-10-23;2023-10-22;5490990789;46720388884;-500.000;1291.620
2023-10-23;2023-10-22;5490990789;1231161348;-60.000;1791.620
2023-10-23;2023-10-21;5484031733;SL          /23-10-19;-39.000;1851.620
2023-10-23;2023-10-21;5484532715;BILTEMA SWED/23-10-20;-206.000;1890.620
2023-10-23;2023-10-21;5484472591;PIZZERIA RUN/23-10-20;-110.000;2096.620
2023-10-23;2023-10-21;5490990789;1230554808;-180.000;2206.620
2023-10-20;2023-10-20;5484865137;SCALA TEATER/23-10-18;-300.000;2386.620
2023-10-20;2023-10-20;5484833313;SL          /23-10-18;-39.000;2686.620
2023-10-19;2023-10-19;5484859070;SL          /23-10-17;-39.000;2725.620
2023-10-19;2023-10-19;5484599141;SODER SPORTF/23-10-17;-3552.000;2764.620
2023-10-19;2023-10-19;5484613258;THE DUBLINER/23-10-18;-86.000;6316.620
2023-10-18;2023-10-18;5490990789;46705438947;-480.000;6402.620
2023-10-17;2023-10-17;5490990004;PETER HENELL;3000.000;6882.620
2023-10-17;2023-10-17;5490990004;PETER HENELL;3000.000;3882.620
2023-10-17;2023-10-17;5490990789;POSTNORD SVE;-967.000;882.620
2023-10-16;2023-10-15;5484266910;PIZZERIA RUN/23-10-14;-115.000;1849.620
2023-10-16;2023-10-14;5484764084;SL          /23-10-12;-39.000;1964.620
2023-10-13;2023-10-13;5484016261;SL          /23-10-11;-78.000;2003.620
2023-10-13;2023-10-13;5484811456;SYSTEMBOLAGE/23-10-12;-747.000;2081.620
2023-10-13;2023-10-13;5484259678;HEMKOP MORBY/23-10-12;-779.030;2828.620
2023-10-12;2023-10-12;5484389203;KMARKT CENTR/23-10-11;-140.000;3607.650
2023-10-11;2023-10-11;5484038934;OKQ8        /23-10-08;-966.700;3747.650
2023-10-10;2023-10-10;5484475807;APOTEKSGRUPP/23-10-09;-457.860;4714.350
2023-10-10;2023-10-10;5484189928;ICA NARA BER/23-10-09;-24.900;5172.210
2023-10-09;2023-10-09;5484662276;CAFE KARTORP/23-10-08;-210.000;5197.110
2023-10-09;2023-10-09;5490990004;PETER HENELL;3000.000;5407.110
2023-10-09;2023-10-08;5490990789;46702883040;-1070.000;2407.110
2023-10-06;2023-10-06;5484873425;CHOPCHOP NYK/23-10-05;-133.000;3477.110
2023-10-06;2023-10-06;5484823854;OKQ8        /23-10-05;-761.120;3610.110
2023-10-06;2023-10-06;5484476710;4015 OLEARYS/23-10-04;-314.000;4371.230
2023-10-05;2023-10-05;5490990004;PETER HENELL;3000.000;4685.230
2023-10-04;2023-10-04;5484247806;SL          /23-10-02;-117.000;1685.230
2023-10-04;2023-10-04;5484134664;SCANDIC PLAZ/23-10-03;-1576.000;1802.230
2023-10-04;2023-10-04;5484134659;SCANDIC PLAZ/23-10-03;-103.000;3378.230
2023-10-04;2023-10-04;5484700388;LA COPITA RE/23-10-03;-600.000;3481.230
2023-10-04;2023-10-04;5484572978;RC ARLANDA T/23-10-03;-39.000;4081.230
2023-10-04;2023-10-04;5484431130;ICA CITY CEN/23-10-03;-35.150;4120.230
2023-10-04;2023-10-04;5484349820;EAT BY SODEX/23-10-02;-99.000;4155.380
2023-10-04;2023-10-04;5490990789;1236931133;-109.000;4254.380
2023-10-04;2023-10-04;5490990004;PETER HENELL;1000.000;4363.380
2023-10-03;2023-10-03;5484782120;SHERATON STO/23-10-02;-86.000;3363.380
2023-10-03;2023-10-03;5490990789;46702622386;-145.000;3449.380
2023-10-03;2023-10-03;5490990789;46702414266;-150.000;3594.380
2023-10-02;2023-10-01;5484572590;SL          /23-09-29;-78.000;3744.380
2023-10-02;2023-10-01;5484255642;MORFAR GINKO/23-09-29;-98.000;3822.380
2023-10-02;2023-10-01;5484255609;MORFAR GINKO/23-09-29;-900.000;3920.380
2023-09-29;2023-09-29;5490990789;46736227759;300.000;4820.380
2023-09-29;2023-09-29;5490990789;46704841061;300.000;4520.380
2023-09-29;2023-09-29;5484450621;SL          /23-09-27;-39.000;4220.380
2023-09-29;2023-09-29;5484401246;EAT BY SODEX/23-09-27;-99.000;4259.380
2023-09-27;2023-09-27;5484039085;SL          /23-09-25;-39.000;4358.380
2023-09-27;2023-09-27;5484032805;EAT BY SODEX/23-09-25;-99.000;4397.380
2023-09-27;2023-09-27;5490990789;POSTNORD SVE;-173.000;4496.380
2023-09-26;2023-09-26;5490990789;46702622386;300.000;4669.380
2023-09-26;2023-09-26;5490990004;PETER HENELL;2000.000;4369.380
2023-09-25;2023-09-25;5484132921;SL          /23-09-23;-78.000;2369.380
2023-09-25;2023-09-25;5484612900;PLANTAGEN FR/23-09-24;-717.400;2447.380
2023-09-25;2023-09-25;5484293602;COOP KONSUM /23-09-24;-139.240;3164.780
2023-09-25;2023-09-24;5484765418;BERGSHAMRA B/23-09-23;-250.000;3304.020
2023-09-25;2023-09-24;5484822244;THE DUBLINER/23-09-23;-378.400;3554.020
2023-09-25;2023-09-24;5484822216;THE DUBLINER/23-09-23;-85.000;3932.420
2023-09-25;2023-09-24;5484822177;THE DUBLINER/23-09-23;-85.000;4017.420
2023-09-25;2023-09-24;5490990789;STOCKHOLMS S;-15.000;4102.420
2023-09-25;2023-09-23;5484642333;PIZZERIA RUN/23-09-22;-110.000;4117.420
2023-09-22;2023-09-22;5490990789;46739209405;300.000;4227.420
2023-09-21;2023-09-21;5484271918;COOP KONSUM /23-09-20;-217.960;3927.420
2023-09-20;2023-09-20;5484077583;M/S ECKERO  /23-09-19;-707.000;4145.380
2023-09-20;2023-09-20;5484077579;M/S ECKERO  /23-09-19;-116.600;4852.380
2023-09-19;2023-09-19;5484810335;OKQ8        /23-09-16;-686.050;4968.980
2023-09-19;2023-09-19;5490990789;46733426457;-60.000;5655.030
2023-09-19;2023-09-19;5490990789;46702622386;-150.000;5715.030
2023-09-18;2023-09-18;5484359736;M/S ECKERO  /23-09-17;-129.000;5865.030
2023-09-18;2023-09-18;5484359731;M/S ECKERO  /23-09-17;-269.000;5994.030
2023-09-18;2023-09-18;5490990789;46727249462;-405.000;6263.030
2023-09-18;2023-09-17;5484777933;EAT BY SODEX/23-09-15;-99.000;6668.030
2023-09-18;2023-09-16;5484055824;SL          /23-09-14;-39.000;6767.030
2023-09-18;2023-09-16;5484118654;EAT BY SODEX/23-09-14;-99.000;6806.030
2023-09-18;2023-09-16;5490990004;PETER HENELL;3000.000;6905.030
2023-09-15;2023-09-15;5484093477;COOP KONSUM /23-09-14;-54.450;3905.030
2023-09-14;2023-09-14;5484463492;PIZZERIA RUN/23-09-13;-230.000;3959.480
2023-09-13;2023-09-13;5484054859;SL          /23-09-11;-39.000;4189.480
2023-09-13;2023-09-13;5484126340;EAT BY SODEX/23-09-11;-99.000;4228.480
2023-09-11;2023-09-11;5484340279;SL          /23-09-09;-39.000;4327.480
2023-09-11;2023-09-10;5484666684;SL          /23-09-08;-39.000;4366.480
2023-09-11;2023-09-10;5490990789;46720388884;200.000;4405.480
2023-09-11;2023-09-09;5484809834;EAT BY SODEX/23-09-07;-99.000;4205.480
2023-09-07;2023-09-07;5484728600;APOTEKSGRUPP/23-09-06;-117.900;4304.480
2023-09-07;2023-09-07;5484378567;COOP KONSUM /23-09-06;-18.900;4422.380
2023-09-04;2023-09-04;5484400672;MAMMA MOS   /23-09-03;-139.000;4441.280
2023-09-04;2023-09-04;5490990789;46702984673;-400.000;4580.280
2023-09-04;2023-09-03;5490990789;JIGHEAD AB;-140.000;4980.280
2023-09-04;2023-09-02;5484050344;SL          /23-08-31;-39.000;5120.280
2023-09-04;2023-09-02;5484852273;CITY GROSS G/23-09-01;-122.800;5159.280
2023-09-01;2023-09-01;5484661623;SL          /23-08-30;-39.000;5282.080
2023-09-01;2023-09-01;5484385202;SODER SPORTF/23-08-30;-586.000;5321.080
2023-09-01;2023-09-01;5484363149;STAGE       /23-08-30;-282.000;5907.080
2023-09-01;2023-09-01;5484350425;INDIAN PLAZA/23-08-31;-110.000;6189.080
2023-09-01;2023-09-01;5484036588;HEMKOP MORBY/23-08-31;-429.090;6299.080
2023-09-01;2023-09-01;5490990789;JIGHEAD AB;-800.000;6728.170
2023-08-31;2023-08-31;5484092363;ZETTLE  PANG/23-08-30;-125.000;7528.170
2023-08-31;2023-08-31;5484269143;COOP KONSUM /23-08-30;-29.900;7653.170
2023-08-31;2023-08-31;5490990004;PETER HENELL;5000.000;7683.070
2023-08-30;2023-08-30;5484461154;EAT BY SODEX/23-08-28;-99.000;2683.070
2023-08-29;2023-08-29;5484828477;STORA VIKING/23-08-26;-194.000;2782.070
2023-08-29;2023-08-29;5484817808;FROSUNDA SPO/23-08-28;-148.000;2976.070
2023-08-29;2023-08-29;5490990789;BÄTTRE HÄLSA;-590.000;3124.070
2023-08-28;2023-08-28;5484550677;SL          /23-08-26;-78.000;3714.070
2023-08-28;2023-08-28;5484671435;COOP KONSUM /23-08-27;-229.700;3792.070
2023-08-28;2023-08-27;5484163737;GLADA STINSE/23-08-26;-247.000;4021.770
2023-08-28;2023-08-27;5484163733;GLADA STINSE/23-08-26;-193.000;4268.770
2023-08-28;2023-08-26;5490990789;46707815940;69.000;4461.770
2023-08-28;2023-08-26;5490990789;46736227759;-229.000;4392.770
2023-08-23;2023-08-23;5484673515;AMIRAS      /23-08-21;-287.000;4621.770
2023-08-23;2023-08-23;5484323297;EAT BY SODEX/23-08-21;-99.000;4908.770
2023-08-21;2023-08-20;5484454355;THE DOORS   /23-08-18;-98.000;5007.770
2023-08-21;2023-08-20;5484454330;THE DOORS   /23-08-18;-203.000;5105.770
2023-08-21;2023-08-19;5484627814;EAT BY SODEX/23-08-17;-99.000;5308.770
2023-08-08;2023-08-08;5484305369;MARIEHAMN   /23-08-06;-171.700;5407.770
2023-08-07;2023-08-07;5490990789;46720388884;776.000;5579.470
2023-08-07;2023-08-06;5484782784;MARIEHAMN   /23-08-04;-1379.210;4803.470
2023-08-07;2023-08-06;5484782741;MARIEHAMN   /23-08-04;-141.210;6182.680
2023-08-07;2023-08-06;5490990004;PETER HENELL;3000.000;6323.890
2023-08-01;2023-08-01;5484354451;SODER SPORTF/23-07-29;-2276.000;3323.890
2023-07-31;2023-07-31;5484877916;SL          /23-07-29;-78.000;5599.890
2023-07-31;2023-07-31;5484413669;KLANG MARKET/23-07-29;-184.000;5677.890
2023-07-31;2023-07-31;5484318110;HEMKOP MORBY/23-07-30;-355.210;5861.890
2023-07-31;2023-07-29;5490990004;PETER HENELL;3000.000;6217.100
2023-07-28;2023-07-28;5484321171;KLANG MARKET/23-07-26;-349.000;3217.100
2023-07-27;2023-07-27;5484670786;REIMERSHOLME/23-07-26;-193.000;3566.100
2023-07-27;2023-07-27;5484144323;ZETTLE  PANG/23-07-26;-138.000;3759.100
2023-07-27;2023-07-27;5484144307;ZETTLE  PANG/23-07-26;-198.000;3897.100
2023-07-26;2023-07-26;5490990004;PETER HENELL;3000.000;4095.100
2023-07-26;2023-07-26;5484103800;KATRINEHOLMS/23-07-25;-150.000;1095.100
2023-07-26;2023-07-26;5484386621;ICA NARA BER/23-07-25;-233.580;1245.100
2023-07-25;2023-07-25;5484633668;PIZZERIA NOB/23-07-24;-129.000;1478.680
2023-07-24;2023-07-24;5484755489;ICA SUPERMAR/23-07-23;-89.900;1607.680
2023-07-24;2023-07-23;5490990789;46768847083;-367.000;1697.580
2023-07-24;2023-07-23;5490990789;RAWFOODSHOP;-957.300;2064.580
2023-07-24;2023-07-22;5484087023;PIZZERIA NOB/23-07-21;-139.000;3021.880
2023-07-20;2023-07-20;5484646049;ICA SUPERMAR/23-07-19;-173.090;3160.880
2023-07-19;2023-07-19;5484244953;EKMAN & DAVI/23-07-18;-291.000;3333.970
2023-07-19;2023-07-19;5484798752;CIRCLE K KAT/23-07-18;-1015.880;3624.970
2023-07-17;2023-07-17;5484801109;MAXI ICA STO/23-07-16;-375.910;4640.850
2023-07-17;2023-07-15;5484666189;SIBYLLA FOLK/23-07-13;-114.000;5016.760
2023-07-17;2023-07-15;5484198975;ICA SUPERMAR/23-07-14;-37.900;5130.760
2023-07-13;2023-07-13;5484082814;PIZZERIA NOB/23-07-12;-129.000;5168.660
2023-07-13;2023-07-13;5490990789;46704984981;50.000;5297.660
2023-07-12;2023-07-12;5484420834;MAXI ICA STO/23-07-11;-392.380;5247.660
2023-07-12;2023-07-12;5490990004;PETER HENELL;3000.000;5640.040
2023-07-10;2023-07-10;5484840483;ICA SUPERMAR/23-07-09;-712.100;2640.040
2023-07-10;2023-07-08;5484492211;OOB KATRINEH/23-07-07;-257.000;3352.140
2023-07-10;2023-07-08;5484411217;APOTEKSGRUPP/23-07-07;-294.820;3609.140
2023-07-10;2023-07-08;5484397380;PIZZERIA RUN/23-07-07;-110.000;3903.960
2023-07-10;2023-07-08;5484171739;MAXI ICA STO/23-07-07;-849.470;4013.960
2023-07-07;2023-07-07;5484747621;SL          /23-07-05;-39.000;4863.430
2023-07-06;2023-07-06;5484413417;EAT BY SODEX/23-07-04;-99.000;4902.430
2023-07-05;2023-07-05;5484489338;COOP KONSUM /23-07-04;-85.000;5001.430
2023-07-03;2023-07-02;5490990789;46760450519;780.000;5086.430
2023-06-30;2023-06-30;5484170011;EDEN        /23-06-28;-465.000;4306.430
2023-06-29;2023-06-29;5484405364;THE DOORS   /23-06-27;-105.000;4771.430
2023-06-29;2023-06-29;5490990004;PETER HENELL;3000.000;4876.430
2023-06-27;2023-06-27;5484448114;SL          /23-06-25;-78.000;1876.430
2023-06-26;2023-06-26;5484185888;NATURKOMPANI/23-06-25;-449.000;1954.430
2023-06-26;2023-06-26;5484053328;ALEWALDS SPO/23-06-25;-708.000;2403.430
2023-06-26;2023-06-26;5484729177;STORA COOP A/23-06-25;-1239.830;3111.430
2023-06-26;2023-06-25;5484555312;SL          /23-06-23;-78.000;4351.260
2023-06-26;2023-06-25;5484011682;COOP KONSUM /23-06-24;-90.000;4429.260
2023-06-26;2023-06-25;5490990004;PETER HENELL;3000.000;4519.260
2023-06-26;2023-06-24;5484418076;P          H/23-06-23;-26.000;1519.260
2023-06-26;2023-06-24;5484390026;OLSTUGAN HOR/23-06-23;-168.000;1545.260
2023-06-26;2023-06-23;5484664685;SL          /23-06-21;-78.000;1713.260
2023-06-26;2023-06-23;5484051947;COOP KONSUM /23-06-22;-64.090;1791.260
2023-06-26;2023-06-23;5484051873;COOP KONSUM /23-06-22;-56.990;1855.350
2023-06-22;2023-06-22;5484372031;R           /23-06-21;-202.000;1912.340
2023-06-22;2023-06-22;5484766708;OOB SVEAVAGE/23-06-21;-72.000;2114.340
2023-06-22;2023-06-22;5484316617;SYSTRARNA P /23-06-21;-2340.000;2186.340
2023-06-22;2023-06-22;5490990789;1234557674;-110.000;4526.340
2023-06-21;2023-06-21;5490990789;46705438947;-100.000;4636.340
2023-06-21;2023-06-21;5484259243;4216125 7-E /23-06-21;-26.000;4736.340
2023-06-21;2023-06-21;5490990004;PETER HENELL;3000.000;4762.340
2023-06-20;2023-06-20;5484588936;COOP KONSUM /23-06-19;-221.960;1762.340
2023-06-16;2023-06-16;5484523675;SL          /23-06-14;-39.000;1984.300
2023-06-16;2023-06-16;5484323132;THE KITCHEN /23-06-15;-125.000;2023.300
2023-06-15;2023-06-15;5484671710;PIZZERIA RUN/23-06-14;-110.000;2148.300
2023-06-15;2023-06-15;5484497795;HEMKOP MORBY/23-06-14;-632.140;2258.300
2023-06-13;2023-06-13;5490990789;46705438947;-120.000;2890.440
2023-06-12;2023-06-10;5484466083;EAT BY SODEX/23-06-08;-99.000;3010.440
2023-06-12;2023-06-10;5484555475;ICA NARA BER/23-06-09;-313.980;3109.440
2023-06-07;2023-06-07;5484448526;ICA NARA BER/23-06-06;-166.900;3423.420
2023-06-07;2023-06-06;5484471527;PIZZERIA DAL/23-06-04;-117.000;3590.320
2023-06-05;2023-06-05;5484090241;ÄLVDALENS FI/23-06-04;-1050.000;3707.320
2023-06-05;2023-06-05;5490990789;46708338938;-600.000;4757.320
2023-06-05;2023-06-04;5484783973;ZETTLE  NYA /23-06-03;-160.000;5357.320
2023-06-05;2023-06-03;5484268852;RESTAURANG A/23-06-02;-110.000;5517.320
2023-06-05;2023-06-03;5484110357;OLSSON NILS /23-06-02;-64.000;5627.320
2023-06-05;2023-06-03;5484110356;OLSSON NILS /23-06-02;-483.000;5691.320
2023-06-05;2023-06-03;5484433247;ÄLVDALENS FI/23-06-02;-254.000;6174.320
2023-06-02;2023-06-02;5490990004;PETER HENELL;5000.000;6428.320
2023-05-30;2023-05-30;5484838602;CHUTNT      /23-05-29;-119.000;1428.320
2023-05-30;2023-05-30;5490990789;JULA SVERIGE;-367.900;1547.320
2023-05-29;2023-05-29;5490990789;AB STORSTOCK;-39.000;1915.220
2023-05-29;2023-05-29;5490990789;AB STORSTOCK;-39.000;1954.220
2023-05-29;2023-05-27;5484457396;COOP KONSUM /23-05-26;-111.320;1993.220
2023-05-25;2023-05-25;5484358428;SL          /23-05-23;-39.000;2104.540
2023-05-24;2023-05-24;5484860231;KUNGSBILJARD/23-05-23;-411.000;2143.540
2023-05-24;2023-05-24;5484860229;KUNGSBILJARD/23-05-23;-411.000;2554.540
2023-05-24;2023-05-24;5484860228;KUNGSBILJARD/23-05-23;-411.000;2965.540
2023-05-24;2023-05-24;5484860212;KUNGSBILJARD/23-05-23;-44.000;3376.540
2023-05-24;2023-05-24;5484496369;EAT BY SODEX/23-05-23;-22.000;3420.540
2023-05-23;2023-05-23;5490990004;PETER HENELL;2000.000;3442.540
2023-05-22;2023-05-22;5484566079;ICA NARA BER/23-05-21;-18.000;1442.540
2023-05-22;2023-05-21;5484230960;RESTAURANG S/23-05-20;-324.000;1460.540
2023-05-22;2023-05-21;5484753205;COOP KONSUM /23-05-20;-31.000;1784.540
2023-05-22;2023-05-20;5484741507;SL          /23-05-18;-78.000;1815.540
2023-05-22;2023-05-20;5484700398;RESTAURANG S/23-05-19;-298.000;1893.540
2023-05-22;2023-05-20;5484700386;RESTAURANG S/23-05-19;-115.000;2191.540
2023-05-22;2023-05-20;5484324334;COOP KONSUM /23-05-19;-31.000;2306.540
2023-05-22;2023-05-20;5484324314;COOP KONSUM /23-05-19;-15.000;2337.540
2023-05-19;2023-05-19;5484326044;ZETTLE  SYST/23-05-18;-76.000;2352.540
2023-05-19;2023-05-19;5484326041;ZETTLE  SYST/23-05-18;-37.000;2428.540
2023-05-19;2023-05-19;5484714259;COOP KONSUM /23-05-18;-149.990;2465.540
2023-05-19;2023-05-19;5484714183;COOP KONSUM /23-05-18;-20.000;2615.530
2023-05-15;2023-05-15;5484775361;SL          /23-05-13;-39.000;2635.530
2023-05-15;2023-05-15;5484079489;COOP KONSUM /23-05-14;-18.000;2674.530
2023-05-15;2023-05-14;5484220628;SYSTEMBOLAGE/23-05-13;-1197.800;2692.530
2023-05-15;2023-05-14;5484619859;HEMKOP MORBY/23-05-13;-239.950;3890.330
2023-05-15;2023-05-14;5484414270;COOP KONSUM /23-05-13;-83.900;4130.280
2023-05-15;2023-05-13;5490990004;PETER HENELL;3000.000;4214.180
2023-05-12;2023-05-12;5484787774;PIZZERIA RUN/23-05-11;-100.000;1214.180
2023-05-11;2023-05-11;5484793817;MAN IN THE M/23-05-10;-225.000;1314.180
2023-05-11;2023-05-11;5484793814;MAN IN THE M/23-05-10;-285.000;1539.180
2023-05-10;2023-05-10;5490990789;46705438947;-700.000;1824.180
2023-05-09;2023-05-09;5484416828;BRODERNAS VA/23-05-05;-150.000;2524.180
2023-05-08;2023-05-07;5484455212;COOP KONSUM /23-05-06;-54.950;2674.180
2023-05-04;2023-05-04;5484877451;APOTEKSGRUPP/23-05-03;-1645.920;2729.130
2023-05-04;2023-05-04;5484863774;RESTAURANG S/23-05-03;-324.000;4375.050
2023-05-03;2023-05-03;5484694370;COOP KONSUM /23-05-02;-132.750;4699.050
2023-05-03;2023-05-03;5490990004;PETER HENELL;3000.000;4831.800
2023-05-02;2023-05-02;5484795091;HEMKOP MORBY/23-05-01;-584.930;1831.800
2023-05-02;2023-05-02;5484638308;COOP KONSUM /23-05-01;-321.660;2416.730
2023-05-02;2023-04-30;5484313191;SL          /23-04-28;-39.000;2738.390
2023-05-02;2023-04-29;5484558748;EAT BY SODEX/23-04-27;-22.000;2777.390
2023-05-02;2023-04-29;5484558741;EAT BY SODEX/23-04-27;-99.000;2799.390
2023-04-27;2023-04-27;5484402730;EAT BY SODEX/23-04-25;-99.000;2898.390
2023-04-24;2023-04-24;5484322743;THE DUBLINER/23-04-21;-84.000;2997.390
2023-04-24;2023-04-23;5484785336;SL          /23-04-21;-39.000;3081.390
2023-04-21;2023-04-21;5490990789;46736227759;-300.000;3120.390
2023-04-21;2023-04-21;5484762973;SL          /23-04-19;-39.000;3420.390
2023-04-19;2023-04-19;5490990004;PETER HENELL;3000.000;3459.390
2023-04-18;2023-04-18;5484019177;OKQ8        /23-04-15;-916.870;459.390
2023-04-17;2023-04-17;5484745690;SL          /23-04-15;-39.000;1376.260
2023-04-17;2023-04-16;5484027904;RESTAURANG S/23-04-14;-403.000;1415.260
2023-04-17;2023-04-15;5490990789;46704841061;-180.000;1818.260
2023-04-17;2023-04-15;5484320956;EAT BY SODEX/23-04-13;-99.000;1998.260
2023-04-17;2023-04-15;5490990789;46736227759;-500.000;2097.260
2023-04-13;2023-04-13;5484257366;EAT BY SODEX/23-04-11;-99.000;2597.260
2023-04-12;2023-04-12;5484683430;KUNGSBILJARD/23-04-11;-178.000;2696.260
2023-04-12;2023-04-12;5484683427;KUNGSBILJARD/23-04-11;-264.000;2874.260
2023-04-12;2023-04-12;5484683426;KUNGSBILJARD/23-04-11;-195.000;3138.260
2023-04-11;2023-04-07;5490990789;46707606473;183.150;3333.260
2023-04-11;2023-04-07;5490990789;46707591203;160.000;3150.110
2023-04-11;2023-04-07;5490990789;46723227253;155.000;2990.110
2023-04-11;2023-04-07;5490990789;FOODORA AB;-633.000;2835.110
2023-04-06;2023-04-06;5484531097;COOP KONSUM /23-04-05;-240.980;3468.110
2023-04-05;2023-04-05;5484590510;KMARKT CENTR/23-04-04;-130.000;3709.090
2023-04-03;2023-04-02;5484437377;COOP KONSUM /23-04-01;-188.850;3839.090
2023-03-30;2023-03-30;5484656444;COOP KONSUM /23-03-29;-174.520;4027.940
2023-03-30;2023-03-30;5490990004;PETER HENELL;3000.000;4202.460
2023-03-28;2023-03-28;5484822546;COOP KONSUM /23-03-27;-106.210;1202.460
2023-03-27;2023-03-25;5484582611;RESTAURANG S/23-03-24;-298.000;1308.670
2023-03-23;2023-03-23;5484093598;SYSTEMBOLAGE/23-03-22;-876.000;1606.670
2023-03-20;2023-03-20;5484047834;COOP KONSUM /23-03-19;-189.790;2482.670
